Company,about,rating,reviews,salaries,location,jobs,interviews
Mfine,Internet ,3.7,1.2k,24,Bangalore / Bengaluru +15 other locations,1,24
Lakshmi Life Sciences,Industrial Automation ,4.0,1k,11,Coimbatore +5 other locations,--,11
ICA Pidilite,Furniture & Furnishing ,4.1,725,8,Mumbai +41 other locations,--,8
Dhampur Sugar Mills,Agro Chemicals ,3.9,713,16,New Delhi +15 other locations,--,16
CIMS Hospital,Healthcare ,4.2,606,6,Ahmedabad +19 other locations,--,6
MBL Infrastructure Limited,Engineering & Construction ,3.9,505,12,New Delhi +22 other locations,28,12
Colorbar Cosmetics,Beauty & Personal Care ,4.0,566,13,New Delhi +34 other locations,--,13
Skypro Technologies,IT Services & Consulting ,3.5,705,14,Bangalore / Bengaluru +32 other locations,--,14
Loconav,Software Product ,3.0,1.2k,13,Gurgaon / Gurugram +10 other locations,--,13
Deep Industries,Oil & Gas ,3.6,933,19,Ahmedabad +25 other locations,2,19
Logicon Facility Management,Facility Management Services ,3.3,732,13,Pune +14 other locations,--,13
Marque Impex,Import & Export ,3.9,650,15,Moradabad +5 other locations,1,15
Doubletree By Hilton,Hospitality ,4.0,539,8,Gurgaon / Gurugram +21 other locations,--,8
Adhaan Solutions,Recruitment ,3.8,606,12,Ahmedabad +63 other locations,--,12
Heads Up For Tails,Retail ,3.7,865,16,Gurgaon / Gurugram +19 other locations,15,16
ARaymond,Auto Components ,4.1,1k,14,Pune +5 other locations,13,14
DGS Technical Services,Design ,3.1,860,4,Bangalore / Bengaluru +10 other locations,9,4
Ramoji Film City,Media & Entertainment ,4.1,617,9,Hyderabad / Secunderabad +11 other locations,--,9
Igarashi Motors,Auto Components ,3.8,1k,9,Chennai +8 other locations,--,9
E Pack Polymers,Packaging ,3.8,817,12,Greater Noida +17 other locations,--,12
Network Techlab,Hardware & Networking ,3.7,926,13,Mumbai +10 other locations,2,13
Montra Electric,Automobile ,3.8,701,15,Chennai +26 other locations,10,15
Aress Software and Education Technologies,IT Services & Consulting ,2.6,1.1k,15,Nashik +4 other locations,--,15
Cloud Analogy,IT Services & Consulting ,4.0,1.3k,67,Noida +11 other locations,--,67
Svatantra Micro Housing Finance Corporation Limited,Financial Services ,3.9,644,15,Mumbai +55 other locations,29,15
Smart Energy Water,IT Services & Consulting ,2.9,1.6k,24,Noida +4 other locations,2,24
eligarf Technologies,Emerging Technologies ,4.0,222,13,Pune +2 other locations,2,13
Volksoft Technologies,Software Product ,4.3,161,4,Hyderabad / Secunderabad +2 other locations,--,4
GKC Projects,Engineering & Construction ,4.3,439,--,Hyderabad / Secunderabad +26 other locations,--,--
Godavari Krishna Co-operative Society,Financial Services ,4.8,89,61,Vijayawada +17 other locations,7,61
Hy Gro Chemicals Pharmtek,Pharma ,3.9,678,11,Hyderabad / Secunderabad +8 other locations,--,11
Transaction Solutions International (India) Pvt Ltd,Financial Services ,3.8,743,20,Pune +20 other locations,--,20
Besant Technologies,Education & Training ,3.7,1.1k,18,Chennai +11 other locations,--,18
Sanmar Group,Chemicals ,3.6,813,22,Chennai +18 other locations,--,22
NMIMS,Education & Training ,3.8,1.1k,22,Mumbai +22 other locations,--,22
Rishabh Instruments Limited,Electronics Manufacturing ,3.7,720,15,Nashik +16 other locations,5,15
Utkal Alumina International,Chemicals ,4.2,671,16,Rayagada +12 other locations,--,16
Maahi Milk Producer Company,Food Processing ,4.2,495,15,Rajkot +29 other locations,--,15
IIHT,Bangalore / Bengaluru +29 other locations,3.7,857,3,Bangalore / Bengaluru +29 other locations,--,3
Dalmia-OCL,Building Material ,4.0,575,8,Rourkela +30 other locations,--,8
Hyundai Engineering,Engineering & Construction ,4.0,713,15,Chennai +24 other locations,--,15
Dishnet Wireless,Telecom ,4.3,374,--,Kolkata +43 other locations,--,--
S.S. Kothari Mehta & Co,Accounting & Auditing ,3.4,806,10,New Delhi +7 other locations,--,10
Sapphire Software Solutions (India),IT Services & Consulting ,4.4,316,13,Ahmedabad +5 other locations,8,13
Artech,Architecture & Interior Design ,3.1,1.4k,13,Bangalore / Bengaluru +13 other locations,--,13
IDBI Capital,Financial Services ,3.6,886,12,Mumbai +40 other locations,2,12
Easy Home Finance,FinTech ,3.9,464,18,Mumbai +44 other locations,5,18
Primary Health Centre,Healthcare ,4.2,708,8,Bangalore / Bengaluru +85 other locations,--,8
Elin Electronics,Ghaziabad +10 other locations,3.8,676,2,Ghaziabad +10 other locations,--,2
Boston Institute of Analytics,Education & Training ,4.3,217,85,Mumbai +13 other locations,--,85
Prozo,Internet ,3.3,845,11,Gurgaon / Gurugram +27 other locations,--,11
Cross Country Infotech,IT Services & Consulting ,4.1,700,50,Pune,12,50
Cross Country Infotech,IT Services & Consulting ,4.1,700,50,Pune,12,50
Primary Health Centre,Healthcare ,4.2,708,8,Bangalore / Bengaluru +85 other locations,--,8
Entertainment Network India,Media & Entertainment ,3.5,1k,9,Mumbai +42 other locations,1,9
Gulf Spic General Trading & Contracting Company,Engineering & Construction ,3.5,751,11,Chennai +13 other locations,1,11
Amelia,Bangalore / Bengaluru +5 other locations,3.4,817,15,Bangalore / Bengaluru +5 other locations,--,15
Artech,Architecture & Interior Design ,3.1,1.4k,13,Bangalore / Bengaluru +13 other locations,--,13
Matter Motor Works,Automobile ,3.5,967,25,Ahmedabad +5 other locations,5,25
Drools,Bangalore / Bengaluru +50 other locations,3.3,651,7,Bangalore / Bengaluru +50 other locations,--,7
Crossword Bookstores,Retail ,3.7,528,7,Pune +33 other locations,--,7
JSW Severfield Structures,Engineering & Construction ,3.8,784,12,Ballari +10 other locations,--,12
InfoService,IT Services & Consulting ,4.1,1k,37,Bangalore / Bengaluru +26 other locations,--,37
Springbord Systems,IT Services & Consulting ,4.1,615,26,Chennai +11 other locations,6,26
Kalyan Toll Infrastructure,Engineering & Construction ,4.2,674,7,Indore +36 other locations,2,7
Energy Efficiency Services,Power ,3.8,748,13,New Delhi +35 other locations,--,13
Corrival Corporate Services,Recruitment ,4.1,485,22,Hyderabad / Secunderabad +43 other locations,--,22
Merkle Sokrati,Marketing & Advertising ,3.7,1.5k,32,Pune +3 other locations,--,32
Pratibha Industries,Engineering & Construction ,4.5,431,3,New Delhi +21 other locations,--,3
Service Master Clean,Facility Management Services ,3.9,678,14,New Delhi +47 other locations,--,14
Ami Polymer,Medical Equipment ,3.6,687,15,Silvassa / Dadra & Nagar Haveli +14 other locations,26,15
Embassy Services,Facility Management Services ,3.9,903,10,Bangalore / Bengaluru +16 other locations,2,10
MAKEEN Energy,Hyderabad / Secunderabad +30 other locations,3.8,449,15,Hyderabad / Secunderabad +30 other locations,--,15
Haldiram's Prabhuji,Kolkata +41 other locations,2.9,535,10,Kolkata +41 other locations,--,10
Enmas O & M Services,Oil & Gas ,4.2,636,9,Chennai +31 other locations,--,9
Food Corporation of India,Government ,4.1,673,15,New Delhi +68 other locations,--,15
OnMobile Global,Telecom ,3.4,1.4k,16,Bangalore / Bengaluru +14 other locations,--,16
TomTom,IT Services & Consulting ,4.2,943,14,Pune +2 other locations,--,14
inMorphis Services,IT Services & Consulting ,4.1,864,12,Noida +7 other locations,17,12
Altum Credo Home Finance,NBFC ,3.7,659,7,Pune +60 other locations,6,7
Equentis Wealth Advisory Services,Financial Services ,3.7,621,24,Mumbai +5 other locations,22,24
Dollar Industries,Fashion & Textile ,3.5,790,11,Kolkata +33 other locations,--,11
Masu Brakes,Auto Components ,3.6,753,14,Bahadurgarh +8 other locations,--,14
Zen3 Info Solutions,IT Services & Consulting ,3.9,1.3k,13,Hyderabad / Secunderabad +3 other locations,--,13
Dayal Fertilizers,Agro Chemicals ,3.7,418,12,Meerut +48 other locations,4,12
SEW Eurodrive india,Auto Components ,4.1,803,18,Chennai +23 other locations,--,18
Ohmium,Power ,3.1,695,15,Bangalore / Bengaluru +7 other locations,17,15
Bajel Projects,Engineering & Construction ,4.2,564,20,Mumbai +44 other locations,1,20
DST Worldwide Services,Hyderabad / Secunderabad +6 other locations,4.2,944,8,Hyderabad / Secunderabad +6 other locations,--,8
Sigmoid,Analytics & KPO ,3.4,2.1k,73,Bangalore / Bengaluru +6 other locations,63,73
VIS Networks,Telecom ,3.9,1.1k,13,Bangalore / Bengaluru +19 other locations,11,13
RLabs Enterprise Services,Recruitment ,3.0,1.3k,21,Bangalore / Bengaluru +12 other locations,--,21
Hidesign,Retail ,3.3,874,15,Pondicherry / Puducherry +30 other locations,3,15
RJ Corp,Retail ,4.3,561,7,Gurgaon / Gurugram +39 other locations,10,7
Colruyt Group,IT Services & Consulting ,3.7,1k,10,Hyderabad / Secunderabad +4 other locations,6,10
Destek Infosolutions,IT Services & Consulting ,4.1,211,10,Pune +3 other locations,--,10
Navigators Software,IT Services & Consulting ,4.2,628,19,Kolkata +3 other locations,16,19
PagarBook,Software Product ,3.6,812,18,Bangalore / Bengaluru +23 other locations,9,18
IILM,Education & Training ,4.1,444,11,Greater Noida +9 other locations,6,11
Go Speedy Go,Automobile ,4.5,98,16,Bhubaneswar +12 other locations,1,16
Manohar Filaments,Fashion & Textile ,3.7,909,12,New Delhi +16 other locations,3,12
Bharat Oman Refineries,Oil & Gas ,3.9,790,8,Bina +14 other locations,--,8
SCIO Management Solutions,BPO ,4.3,667,18,Chennai +5 other locations,--,18
Timex Group India,Metals & Mining ,4.0,815,5,Noida +29 other locations,4,5
China State Construction Engineering Corporation,Engineering & Construction ,3.9,580,19,New Delhi +28 other locations,--,19
Accord Synergy,Hardware & Networking ,3.2,403,9,Vadodara +27 other locations,1,9
Mashreq Bank,Banking ,3.2,1.2k,9,Bangalore / Bengaluru +11 other locations,--,9
Thejo Engineering,Engineering & Construction ,4.0,893,23,Chennai +34 other locations,1,23
DE Shaw,Financial Services ,3.6,2.7k,129,Hyderabad / Secunderabad +6 other locations,8,129
Army Medical Corps,Healthcare ,4.8,631,17,New Delhi +31 other locations,--,17
Kirloskar Technologies,Medical Equipment ,4.1,511,18,Jaipur +35 other locations,2,18
Modern Business Solutions,Recruitment ,3.7,549,8,Bangalore / Bengaluru +78 other locations,--,8
AONE OUTSOURCING SOLUTIONS,Financial Services ,4.7,316,18,Ghaziabad +7 other locations,--,18
TP Northern Odisha Distribution,Balasore +22 other locations,3.6,679,22,Balasore +22 other locations,--,22
Hospet Steels,Iron & Steel ,3.6,788,18,Hosapete +8 other locations,--,18
Aditi Consulting,IT Services & Consulting ,3.5,977,16,Bangalore / Bengaluru +7 other locations,1,16
The Cosmos Co-operative Bank,Banking ,3.5,924,8,Pune +25 other locations,--,8
Saudi Electricity Company,Power ,4.2,366,10,Riyadh +20 other locations,--,10
KC Overseas Education,EdTech ,3.7,968,16,Nagpur +27 other locations,12,16
Adcock Ingram,Pharma ,3.8,851,11,Bangalore / Bengaluru +12 other locations,--,11
Kirloskar Technologies,Medical Equipment ,4.1,511,18,Jaipur +35 other locations,2,18
Sterling and Wilson Renewable Energy,Power ,4.2,781,8,New Delhi +31 other locations,5,8
Army Medical Corps,Healthcare ,4.8,631,17,New Delhi +31 other locations,--,17
Emiza Supply Chain Services Private Limited,Logistics ,3.5,701,10,Mumbai +19 other locations,--,10
Abellon Clean Energy,Other ,2.9,860,4,Ahmedabad +21 other locations,3,4
AccSource KPO,Accounting & Auditing ,3.2,811,27,Chennai +3 other locations,2,27
Odisha Power Generation Corporation,Oil & Gas ,3.8,715,8,Jharsuguda +11 other locations,--,8
Valethi Technologies,Analytics & KPO ,3.1,972,12,Nagpur +6 other locations,1,12
Frontizo Business Services,BPO ,3.5,593,21,Chandigarh +12 other locations,--,21
Taikisha Engineering India,Industrial Machinery ,3.8,1.1k,17,Pune +13 other locations,--,17
Astec LifeSciences,Agro Chemicals ,3.7,723,17,Mahad +10 other locations,--,17
Autoline Industries,Auto Components ,3.5,811,15,Pune +20 other locations,--,15
Autoline Industries,Auto Components ,3.5,811,15,Pune +20 other locations,--,15
Samkwang India Electronic,Electronics Manufacturing ,3.3,789,16,Greater Noida +9 other locations,8,16
Tata Asset Management Private Limited,Financial Services ,3.7,931,12,Mumbai +53 other locations,9,12
Biophore India Pharmaceuticals,Hyderabad / Secunderabad +4 other locations,3.2,891,13,Hyderabad / Secunderabad +4 other locations,10,13
SACHA Engineering,IT Services & Consulting ,3.4,1.3k,14,Chennai +9 other locations,3,14
Six Sigma Soft Solutions,IT Services & Consulting ,3.5,1.3k,21,Chennai +23 other locations,--,21
Blowhorn,Logistics ,3.3,567,7,Bangalore / Bengaluru +16 other locations,--,7
Cerium Systems,IT Services & Consulting ,2.9,1.2k,30,Bangalore / Bengaluru +8 other locations,--,30
Nuance Transcription Services,IT Services & Consulting ,4.1,536,1,Bangalore / Bengaluru +10 other locations,--,1
Paytm Money,FinTech ,3.2,1.3k,28,Bangalore / Bengaluru +23 other locations,9,28
Apache Footwear,Fashion & Textile ,3.7,655,18,Nellore +10 other locations,--,18
Anu Industries,Packaging ,3.4,708,9,Gurgaon / Gurugram +14 other locations,--,9
Amphenol Fci,Electrical Equipment ,3.8,876,13,Bangalore / Bengaluru +9 other locations,5,13
Connectwell Industries,Electronics Manufacturing ,3.7,998,13,Mumbai +13 other locations,18,13
Globus Spirits,Beverage ,4.0,896,12,New Delhi +27 other locations,--,12
Astec LifeSciences,Agro Chemicals ,3.7,723,17,Mahad +10 other locations,--,17
Al-Futtaim Group,Retail ,4.0,501,12,Dubai +18 other locations,--,12
Amentum,Defence & Aerospace ,4.0,250,8,Bangalore / Bengaluru +22 other locations,18,8
Schreiber Dynamix Dairies,Electronics Manufacturing ,4.0,647,8,Pune +15 other locations,15,8
Simform,IT Services & Consulting ,3.6,1.4k,46,Ahmedabad +3 other locations,11,46
SCON Projects,Engineering & Construction ,4.5,604,7,Pune +19 other locations,--,7
Amphenol Fci,Electrical Equipment ,3.8,876,13,Bangalore / Bengaluru +9 other locations,5,13
Jesons Industries,Chemicals ,3.6,1.1k,16,Mumbai +12 other locations,--,16
Amentum,Defence & Aerospace ,4.0,250,8,Bangalore / Bengaluru +22 other locations,18,8
Schreiber Dynamix Dairies,Electronics Manufacturing ,4.0,647,8,Pune +15 other locations,15,8
dsm-firmenich,Biotechnology ,4.1,1.1k,13,Mumbai +17 other locations,17,13
NullClass,Bangalore / Bengaluru +25 other locations,3.6,155,15,Bangalore / Bengaluru +25 other locations,--,15
Kohler Power,Power ,4.0,967,10,Pune +13 other locations,--,10
DevTown,Education & Training ,3.7,123,35,Bangalore / Bengaluru +12 other locations,--,35
Knoldus Inc,IT Services & Consulting ,3.8,503,21,Noida +3 other locations,1,21
Beckman Coulter,Medical Equipment ,3.4,1.2k,11,Bangalore / Bengaluru +18 other locations,239,11
Laxmi India Finleasecap,Jaipur +59 other locations,3.9,469,8,Jaipur +59 other locations,9,8
Medecins Sans Frontieres,Non-Profit ,4.3,394,12,Mumbai +37 other locations,--,12
Exel Rubber,Hyderabad / Secunderabad +9 other locations,4.0,765,16,Hyderabad / Secunderabad +9 other locations,4,16
Beyond Key,IT Services & Consulting ,4.3,619,18,Indore +5 other locations,15,18
Vrinsoft Technology,IT Services & Consulting ,4.6,220,28,Ahmedabad +2 other locations,16,28
Godrej Appliances,Consumer Electronics & Appliances ,3.7,651,8,Pune +46 other locations,--,8
Rudrabhishek Enterprises,Urban Transport ,3.3,770,11,Noida +32 other locations,12,11
Windsor Machines,Industrial Machinery ,4.1,803,9,Ahmedabad +18 other locations,--,9
Marengo Asia Hospitals,Healthcare ,4.1,373,7,Gurgaon / Gurugram +6 other locations,12,7
Cadsys,IT Services & Consulting ,3.5,501,7,Hyderabad / Secunderabad +4 other locations,--,7
JNET Technologies,IT Services & Consulting ,3.8,703,13,Hyderabad / Secunderabad +25 other locations,2,13
Sleepwell,Furniture & Furnishing ,4.2,585,17,New Delhi +70 other locations,--,17
Manitou Equipment India,Industrial Machinery ,4.2,845,19,Greater Noida +11 other locations,--,19
Srg Housing Finance,NBFC ,4.0,567,13,Udaipur +56 other locations,17,13
Cholayil Private Limited,FMCG ,4.1,653,7,Chennai +32 other locations,1,7
Ganesh Grains,FMCG ,3.3,614,19,Kolkata +22 other locations,1,19
Comcast India Engineering Center,Software Product ,3.8,2.2k,57,Chennai +3 other locations,53,57
Oxyzo Financial Services,Financial Services ,3.3,1k,11,Gurgaon / Gurugram +27 other locations,2,11
Ludhiana Beverages,Beverage ,4.0,755,11,Ludhiana +11 other locations,--,11
Green Park Hotels,Hospitality ,4.3,663,2,Hyderabad / Secunderabad +14 other locations,1,2
Abu Dhabi National Hotels,Hospitality ,3.9,275,10,Abu Dhabi +9 other locations,--,10
ICT Service Management Solutions,IT Services & Consulting ,3.4,621,4,Bangalore / Bengaluru +11 other locations,1,4
Nutanix,Software Product ,3.6,2.2k,86,Bangalore / Bengaluru +6 other locations,91,86
A3logics,IT Services & Consulting ,3.6,768,31,Jaipur +5 other locations,--,31
IG Petrochemicals,Chemicals ,3.4,1k,13,Mumbai +11 other locations,--,13
Indel Money,NBFC ,3.9,561,9,Kochi +71 other locations,7,9
Blackbuck Insights,IT Services & Consulting ,3.8,789,17,Bangalore / Bengaluru +13 other locations,--,17
i-exceed technology solutions,FinTech ,2.7,1.4k,42,Bangalore / Bengaluru +6 other locations,12,42
Simplify Healthcare,Software Product ,2.7,1.6k,38,Pune +3 other locations,37,38
DAIMLER TRUCKS ASIA,Chennai +17 other locations,3.8,1.2k,5,Chennai +17 other locations,--,5
S.R.Batliboi & Co.,Accounting & Auditing ,3.0,1.1k,14,New Delhi +15 other locations,--,14
Manika Plastech Private Limited,Dehradun +16 other locations,4.0,543,13,Dehradun +16 other locations,2,13
Blackbuck Insights,IT Services & Consulting ,3.8,789,17,Bangalore / Bengaluru +13 other locations,--,17
Rajapushpa Properties,Real Estate ,3.8,874,17,Hyderabad / Secunderabad +5 other locations,10,17
Vensure Employer Services,Recruitment ,3.8,233,44,Noida +4 other locations,29,44
Providence Global Center,IT Services & Consulting ,3.6,1.6k,20,Hyderabad / Secunderabad +2 other locations,9,20
Vijay Tanks & Vessels,Engineering & Construction ,4.2,741,9,Vadodara +20 other locations,--,9
Marolix Technology Solutions,IT Services & Consulting ,2.8,1k,16,Hyderabad / Secunderabad +3 other locations,--,16
Indel Money,NBFC ,3.9,561,9,Kochi +71 other locations,7,9
IG Petrochemicals,Chemicals ,3.4,1k,13,Mumbai +11 other locations,--,13
Empower Pragati,Education & Training ,3.7,472,12,New Delhi +54 other locations,3,12
OEN India,Auto Components ,4.1,890,16,Pune +12 other locations,--,16
Exponentia.ai,Emerging Technologies ,3.6,756,21,Mumbai +7 other locations,67,21
Japfa Comfeed India Private Limited,Agriculture ,3.7,816,16,Pune +22 other locations,3,16
